,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24,24,25,25,26,26,26,27,27,27,28,28,28,29,29,29,30,30
,7,8,7,8,9,8,9,10,9,10,11,10,11,12,11,12,13,14,13,14,15,14,15,16,15,16,17,16,17,18,17,18,19,20,19,20,21,20,21,22,21,22,23,22,23,24,23,24,25,26,25,26,27,26,27,28,27,28,29,28,29,30,29,30,31,32,31,32,33,32,33,34,33,34,35,34,35,36,35,36
it1,"1,612014264","1,45477553","0,376347196","1,263488332","1,675460728","0,383241728","1,325469942","1,502733036","0,959483398","1,690434504","0,236733174","1,589902594","0,6613701","1,747878272","1,210174734","1,854372882","0,010567332","0,503623302","1,57219156","1,197391234","1,454343054","1,05849779","0,71297752","0,714823486","0,438280696","0,077085346","0,527596002","0,45854341","1,634785224","0,943223486","1,851861036","0,59753231","0,085845376","0,060837236","1,835274008","1,97457957","0,942292724","0,98014551","0,102689768","0,627289424","0,18092524","1,080107308","0,953249152","0,51014982","1,041864458","0,836156822","0,042553526","1,748361284","1,192784682","0,703967138","0,689892402","0,055788106","0,817418556","1,003681562","1,702523796","0,732587284","1,577465114","0,948943174","0,507883316","0,519313822","0,825365264","1,203484744","1,641626344","1,28261329","1,17895475","1,981599508","0,240611044","1,989571394","1,238516918","0,528972724","0,199033702","1,91113276","1,343547664","0,238742544","1,66778155","1,273159556","0,289610468","1,523664106","1,968861078","1,483620438"
it2,"0,345666056","1,99795762","1,02257919","1,34440915","0,335499968","0,768255568","0,724641662","1,14647206","0,726153912","0,654524522","1,287891226","0,809577062","0,642259714","1,635244954","1,081681426","1,578000534","1,672837816","1,381918508","1,16210529","1,948936938","1,37278764","0,586919198","0,603051302","0,91342977","1,203980666","1,836281718","1,872411118","0,581394462","0,296199224","0,509462862","1,710538042","0,12083834","0,462646772","0,398027998","1,443675094","1,7144496","0,429618598","1,342535392","0,563018626","0,18638783","0,457784004","0,036503302","0,48817354","1,739036742","0,654779558","1,564605894","0,506839584","1,79924659","1,318912074","1,526006168","1,577885808","0,995978948","1,793174924","1,993566902","0,407167792","1,334064216","1,24951937","0,15613457","0,030166516","0,30761476","1,64930475","1,543767338","1,831870164","1,085674474","0,751499326","1,837206952","1,40173642","1,675204054","0,826819034","1,289409952","0,12685788","0,79460134","1,43287388","0,123810374","1,866517038","1,41105485","1,125656052","1,531357134","0,725753316","0,617500754"
it3,"1,059043192","1,866680294","1,67265761","0,410748458","1,204279684","1,351971276","1,502284578","0,093010738","0,149815764","0,665625384","0,778603998","1,57394333","1,99839426","0,87427111","0,036453464","0,382019496","0,123371826","1,97984414","0,406984924","1,487823894","1,638513276","0,759793912","1,349191954","0,66443734","1,954276884","0,73692931","0,342796962","1,669875414","1,579963242","1,175519768","0,105743892","0,134868528","0,859879322","0,359744702","0,129618642","0,033521952","0,972571684","1,468359136","1,4155737","1,225737246","1,22213339","1,70283202","1,53843684","0,328951182","1,351198622","1,49417915","0,24918463","0,761553284","0,381772532","1,112028284","0,993239044","1,14616249","1,318699246","1,095967026","1,544629472","1,50946496","1,336275646","0,3224939","1,971944106","0,299007094","1,475315732","0,027199036","0,20410691","1,248018354","0,320475692","1,638975518","1,427698632","0,917332578","0,563198868","1,265891514","1,77355131","0,36047532","0,016187754","1,866432344","1,783597286","1,205805284","0,093972624","1,81895847","1,471755602","1,272506106"
it4,"0,297746088","1,873161924","1,14403955","1,749892038","0,975469286","0,168817422","0,553881556","1,75860543","1,82467864","0,606143144","1,546585794","0,198211538","0,954782596","0,748027582","0,103087936","1,917390148","1,408336958","1,63342349","0,606469336","1,385991098","0,43687687","1,844375984","0,235622976","0,233823746","0,64206383","1,112732048","1,3192986","0,091304244","0,85867694","0,46827131","0,767281666","0,093026008","0,55907996","1,146597764","1,115151478","1,154211942","1,140568652","1,594221186","1,045097286","1,84108792","0,591377678","0,445317822","1,552001252","1,051473712","0,02380927","0,316287654","0,327343244","1,252060136","1,841259108","1,88137816","0,885886258","0,305995684","1,72285446","0,91048172","0,670776216","1,662733178","0,975397638","0,77423519","0,551775776","1,495815942","1,68815667","1,838988494","1,553295232","1,25327977","1,953500544","0,535922578","1,289029688","1,798777434","0,301273632","1,38293596","1,39872603","1,794652436","0,178435196","0,930916334","0,49741775","1,837165988","1,315127166","0,259269434","1,973620712","1,269509972"
it5,"1,296526714","1,255479606","1,77743539","1,812927614","1,99068034","0,990032112","0,467009642","0,629512696","0,962954352","0,695574232","1,522402548","1,664833904","1,395946592","0,25278824","0,792678188","0,21644385","0,558129894","1,20397837","1,913022398","1,365585624","0,404396446","0,857433208","0,496176284","1,44079328","0,732209454","1,298693482","1,208159328","1,427984988","1,361532362","1,029770666","1,745975398","1,352966106","0,902519048","0,740489014","0,796887512","1,52665097","1,70511929","0,487507168","1,3298795","1,03597539","1,21925679","1,490845318","0,065236732","0,255933772","0,089258244","0,57054643","0,40963512","1,314665546","1,125059568","1,556483448","0,169261048","1,867447514","1,294499036","1,512578106","1,550377844","1,916533228","1,961289204","0,927261092","1,831338078","0,187605754","0,727040812","1,922289508","1,141581322","0,314064448","0,764785756","0,301218544","1,439200568","0,124645162","0,01402904","1,807885518","0,499949142","0,563902708","0,976726214","1,407946908","0,320082764","0,1689433","0,432239762","0,193983604","1,377741788","0,847393046"
it6,"1,384809894","0,258798582","0,004160458","1,004032956","1,491171502","1,336781278","1,836178658","1,1469804","1,479935212","0,125357546","1,19146943","1,296411604","0,327878978","0,870618158","1,25311677","1,539427716","0,530326552","1,986829302","1,75996109","0,527187126","1,486470486","0,90689192","1,476521438","0,48220707","1,601348228","1,84125794","1,408121296","1,589177302","0,286801982","1,118803314","1,562411622","0,965968846","1,074369426","1,031818534","0,641928862","0,53478407","1,318553744","1,904749962","1,076636098","1,13955944","1,616082002","0,39218393","0,449460742","0,751286696","0,826118152","0,188897386","1,579995616","1,094450906","0,273386556","0,277816404","1,333861786","1,003539066","1,564902454","1,528241866","0,910863282","0,563649944","1,16866166","1,969013828","0,635819748","0,513932872","0,234966014","0,201042384","1,9655691","0,204389716","1,616202328","0,090601604","0,896841354","0,986280668","0,234372914","0,424102292","0,375901326","0,345184926","1,458383752","1,347781408","1,525326382","1,054677104","1,445661792","1,2564087","1,91951629","1,10735851"
it7,"0,704435168","0,840816758","0,839701562","0,924275132","0,246528562","0,488087694","0,850392284","0,508116618","1,437859828","0,047836942","0,409639284","1,78237018","1,479022408","1,277133738","0,09469632","1,476196846","0,417243216","0,531627016","0,942510744","1,872127204","0,811655848","1,169166556","0,159196032","1,64903952","1,592709472","0,09206609","1,523390578","1,589240886","0,772961448","1,88482851","0,848530656","0,659888616","1,470991472","1,81190578","0,99314798","1,087130876","1,675746496","1,129972192","1,288310102","1,97374704","0,158651694","1,10911955","1,844713742","0,692665968","0,62355569","1,738387386","1,556791832","0,317704338","1,043925582","0,656993416","1,951926112","0,765509226","0,603405836","0,362435026","1,484356908","0,847868878","0,320160568","1,415048022","0,53236947","1,472703638","0,419842626","1,769517386","1,565759756","0,265300518","1,98089673","0,198779856","0,144678724","0,690000968","1,324931748","1,776351268","0,009061882","0,779064568","1,756208012","0,682371654","0,056505884","1,507684634","0,786915532","1,991862518","1,085985022","0,986810544"
it8,"0,040311414","0,269323642","1,37250538","1,036698598","0,098072478","0,360532566","1,162654228","1,958407596","0,263226398","0,283033424","1,618553788","0,611929318","1,339093938","0,383474822","0,4493661","0,285329956","0,847583068","0,600109954","1,209576672","0,680630594","0,303646848","1,871304074","1,987011236","0,626396684","0,274429858","1,088456356","0,302434456","0,624537498","1,648769872","1,925937292","0,263874918","0,492338814","1,151669214","1,351070998","1,813849728","0,544972988","0,977860638","1,639136754","1,80285829","1,060360942","1,593942666","0,775628358","1,477434518","0,776553958","0,435574432","1,50448757","0,18473492","1,481116994","1,70210372","0,565435488","0,362429378","1,352248922","1,422897696","1,215316274","1,695919524","1,444457342","1,556114742","0,000782972","0,578421358","1,933300786","1,62218441","1,7696344","0,065346","1,562907966","0,623226446","1,533831512","0,450008652","0,015860992","1,504075858","1,163483676","1,72029645","1,29074488","1,230043074","1,933709246","0,171462634","0,401177334","1,040352908","0,391193974","1,81652675","0,073246492"
it9,"0,862595646","1,679190312","0,406337846","1,827539432","1,999488686","1,958104272","0,177190276","1,712824364","0,602140138","0,272471956","0,177799856","1,586772806","0,385011136","0,132125586","1,84368298","0,176007738","0,135212116","1,304680372","1,438038606","0,247529022","1,787753524","0,293192946","0,692459248","1,331695204","1,538295564","0,607836708","1,92979475","0,180591364","1,369249272","0,46350003","0,812945682","1,966293256","1,472541824","1,277854932","1,140098544","1,809943758","1,909324566","1,949026464","0,173077552","1,474270642","0,711558976","1,348466954","0,755322612","1,401050002","1,779612722","0,450482088","1,426239728","1,51832986","1,92614994","0,311939316","1,340325982","0,44980782","1,042105012","1,772937908","0,092847182","0,241789882","1,810804754","0,081875894","0,425452862","1,333824118","1,09052445","1,894857706","0,978151894","0,469355902","0,245540644","0,65242221","1,52865551","1,098135898","0,974316732","0,551575644","1,65582201","1,196115452","0,375385138","1,6602576","0,30050202","0,73962008","0,808754782","1,460319442","0,864247324","1,144908406"
it10,"1,107119698","0,957629892","0,853546168","0,862232104","1,039657034","1,694575542","1,648455164","0,704378098","1,174901324","0,740868244","1,126189484","1,773827864","1,912080988","1,00911192","1,041626406","0,160544704","1,322392226","1,078070826","0,841459322","1,202590482","1,919229762","0,063868228","0,591361424","1,44982767","0,359757176","0,439231476","1,412212294","1,794202354","0,776390338","0,09313172","1,435271512","1,419762092","1,291011338","0,67397222","0,623464108","0,814011804","0,266387054","0,76934735","1,416674162","1,918487798","1,208587172","1,52684669","0,607170158","0,836765448","0,430008696","0,7876362","0,889072752","0,429573222","1,105203972","1,433423962","0,843099428","1,753359968","0,475255684","1,35543517","1,546725382","0,255691106","1,164742264","0,321835546","0,255301022","0,052908208","0,65155303","0,777169748","1,190255238","0,46028042","0,26140389","0,030581604","1,788074528","0,688115016","0,73369588","0,520525354","0,255943962","0,906673778","0,981296998","0,361600052","0,31369139","1,979471976","0,807189082","1,938581754","0,331246738","1,866162162"
it11,"1,281732494","0,147817374","0,559985938","1,40254065","1,942328882","0,320375956","0,917332942","1,980268338","1,824569808","0,719629088","1,832779506","1,349568798","1,923671428","1,827384608","1,613842138","0,486351312","1,007914772","1,114353092","1,391717212","0,236372268","1,45945702","1,561871626","1,746355654","0,370024326","0,931583226","1,24789385","0,666924062","1,171836064","1,745032672","0,058942426","0,60775872","1,328207796","1,402709114","1,03138493","0,879407282","0,971709152","0,620783028","0,326784004","0,544655142","0,055211318","0,018605442","0,100377916","0,330988672","1,20325131","1,293508158","0,101311776","1,12449202","0,373875056","1,34014335","1,668363558","0,229898024","1,568522064","1,002371634","0,211459296","1,764913194","1,106869292","1,606151418","1,099375398","1,624062654","1,625925514","1,177137396","1,183439658","0,238676768","0,258541446","1,405438744","1,066532522","1,112610026","0,673087216","1,956539714","1,800167634","0,623997022","1,83059601","0,635211258","0,413875634","1,788230066","1,295108004","1,256062156","1,559156112","1,508016396","0,1039018"
it12,"1,549119476","0,55454939","0,43184859","0,310808374","1,155494106","1,465375502","0,986250272","0,693028836","1,416792532","0,768289348","1,815167522","1,775277074","0,666301114","0,881340046","0,620585064","1,880107044","1,491325356","1,957517548","1,177022988","0,719130096","1,177827344","0,719389766","0,971642408","1,404984642","1,221617648","1,373631352","0,66646767","1,956286306","1,45133238","1,927554414","0,509312142","0,02828923","0,426087616","0,934543222","1,78233681","1,907187768","0,097639828","0,154997434","1,901061694","1,252929198","0,509864502","0,408191322","1,355838186","1,841594494","0,840180872","0,298603018","0,852637042","1,555432086","0,62942256","1,443200684","1,32324009","0,77605836","0,803133684","1,5102421","1,505144706","1,511084234","1,606920888","1,27630973","0,205161652","1,868615086","0,088611154","0,886595554","1,821961814","0,766763286","1,63641584","0,128984088","0,856614552","0,95965997","0,480796006","1,834110796","1,361738464","1,114508552","1,98879339","0,150979504","0,230344298","0,030870654","0,90497382","0,45019634","1,063884296","0,641841322"
it13,"0,470900518","0,456488624","1,888435812","1,5601046","0,839717844","1,057370178","0,212577896","1,33310355","0,089135206","0,439812554","1,241594108","1,488592666","0,247615638","1,157616456","1,602290372","1,901127494","1,184391462","1,09559752","1,461211716","0,23135105","1,880398788","0,162659234","1,765117096","1,805758236","1,57097621","1,96630798","1,70203326","1,72479265","0,582497334","0,38977447","0,161119112","1,301074938","1,759506684","1,206016886","1,469068174","0,369268434","1,735548084","1,596810382","1,66226665","1,230488706","1,412886316","0,865101422","1,559811128","0,783562366","1,102722794","1,349983776","0,15979886","1,72468898","1,273279782","1,49452452","0,095638182","1,44818397","1,916676152","0,52745238","0,849547714","1,90077292","1,223519108","0,559206468","0,103243786","1,04961277","0,966290802","0,521782828","1,303456316","1,349536216","0,416197556","0,678404436","0,522820276","1,596450328","0,249951154","0,342650046","0,42359862","0,393171094","1,817410554","0,405154696","1,90434668","0,95357774","0,891622784","0,329165378","0,385825616","1,187269762"
it14,"1,561489574","0,220864826","1,670383954","0,317570814","0,79590253","1,317713384","0,209882796","0,459882114","0,350999404","1,241582578","0,59059664","1,9713143","1,271586728","1,69089383","0,20189304","0,776120868","1,599543968","1,793629666","0,515676906","0,361039376","1,6990497","0,192923518","0,41318734","1,610432396","1,081105852","0,183010994","0,196968276","0,258405144","1,375444228","0,914051196","0,800855694","1,864662662","0,713438534","1,45299306","0,654356446","1,808704394","0,279855326","0,396169718","0,163112274","1,735427276","1,91763769","0,97354481","1,224477956","1,5738383","1,936239496","1,896339554","1,202472728","0,603873076","0,540405224","1,595369654","1,215537558","1,698788762","1,515965096","1,523791604","0,209795664","0,605390676","0,3836101","1,525840184","0,844375976","1,010198112","1,293946664","1,887846626","1,748965012","1,017721452","1,914038434","1,874107442","1,408632304","0,161699758","0,768001864","0,16545884","1,369102804","0,520885416","0,044583786","0,906254346","1,426627428","1,889682334","1,321137048","1,029567202","1,676210354","1,755062184"
it15,"0,536008886","0,495883302","0,844854208","0,299082804","0,185147578","0,322825532","1,475229358","1,673903772","0,67703055","0,65017122","0,070265946","0,296347172","0,22296025","0,346798414","0,04320459","0,776283738","0,57041132","1,050271398","1,776023016","0,685883688","1,785841388","1,945529272","1,99615112","1,568353458","0,141492016","1,720140268","1,423722584","0,274336572","1,458251278","0,473146174","1,46943573","0,359616828","0,59196304","1,1550058","0,01085055","0,400961468","1,617015828","1,163431122","0,417361814","1,722740162","1,031259832","1,957161662","0,654172538","1,660043702","1,49753722","1,417707516","1,525044352","1,022556934","1,5080128","0,37060194","0,376032282","0,59357535","0,454175976","0,885500298","0,359574146","0,833808728","0,515719232","1,72723016","1,288429668","1,808700502","0,138583042","0,067860206","1,876643312","0,608120514","1,287363898","0,893460168","1,733230844","0,362042586","1,193948704","1,782553684","0,461443592","0,83242234","1,039794808","0,56544328","1,247288386","1,879790652","0,778052696","0,82210231","0,740467508","1,796147452"
